artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,audio_features,2mKouqwAIdQnMP43zxR89r,spotify:track:2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/tracks/2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/audio-analysis/2mKouqwAIdQnMP43zxR89r,267093,4
Stevie Wonder,Superstition,0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,audio_features,4dwrL3Z5U2RZ6MZiKE2PgL,spotify:track:4dwrL3Z5U2RZ6MZiKE2PgL,https://api.spotify.com/v1/tracks/4dwrL3Z5U2RZ6MZiKE2PgL,https://api.spotify.com/v1/audio-analysis/4dwrL3Z5U2RZ6MZiKE2PgL,244827,4
Michael Jackson,Billie Jean,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
Outkast,Hey Ya!,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,audio_features,3AszgPDZd9q0DpDFt4HFBy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,https://api.spotify.com/v1/tracks/3AszgPDZd9q0DpDFt4HFBy,https://api.spotify.com/v1/audio-analysis/3AszgPDZd9q0DpDFt4HFBy,239240,4
Kris Kross,Jump,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,audio_features,27AHAtAirQapVldIm4c9ZX,spotify:track:27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/tracks/27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/audio-analysis/27AHAtAirQapVldIm4c9ZX,195107,4
House Of Pain,Jump Around,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,audio_features,2oTDOIAdsxPTE7yAp4YOcv,spotify:track:2oTDOIAdsxPTE7yAp4YOcv,https://api.spotify.com/v1/tracks/2oTDOIAdsxPTE7yAp4YOcv,https://api.spotify.com/v1/audio-analysis/2oTDOIAdsxPTE7yAp4YOcv,214947,4
Chingy,One Call Away,0.765,0.821,4,-5.926,0,0.183,0.0918,0,0.217,0.962,162.519,audio_features,0UNTBB02C1aB55Fu4H63qd,spotify:track:0UNTBB02C1aB55Fu4H63qd,https://api.spotify.com/v1/tracks/0UNTBB02C1aB55Fu4H63qd,https://api.spotify.com/v1/audio-analysis/0UNTBB02C1aB55Fu4H63qd,276800,4
Bell Biv DeVoe,Poison,0.87,0.48,6,-11.551,0,0.212,0.00177,0.0668,0.61,0.615,112.448,audio_features,0OlG5jpER4X3IWqvZr9KXx,spotify:track:0OlG5jpER4X3IWqvZr9KXx,https://api.spotify.com/v1/tracks/0OlG5jpER4X3IWqvZr9KXx,https://api.spotify.com/v1/audio-analysis/0OlG5jpER4X3IWqvZr9KXx,262827,4
Cassidy,Hotel (feat. R. Kelly),0.676,0.652,0,-6.846,1,0.204,0.103,0,0.113,0.416,91.231,audio_features,0B1J7lh3ej57Nk09UYNlrj,spotify:track:0B1J7lh3ej57Nk09UYNlrj,https://api.spotify.com/v1/tracks/0B1J7lh3ej57Nk09UYNlrj,https://api.spotify.com/v1/audio-analysis/0B1J7lh3ej57Nk09UYNlrj,247040,4
Nelly,Dilemma,0.73,0.552,2,-8.177,0,0.146,0.18,6.14e-05,0.224,0.613,168.091,audio_features,4nthV2eZAXnt4yiJMocLkG,spotify:track:4nthV2eZAXnt4yiJMocLkG,https://api.spotify.com/v1/tracks/4nthV2eZAXnt4yiJMocLkG,https://api.spotify.com/v1/audio-analysis/4nthV2eZAXnt4yiJMocLkG,289173,4
K7,Come Baby Come,0.832,0.726,11,-7.739,0,0.191,0.0283,0,0.0468,0.548,106.118,audio_features,21RBQHOqgMuyyFvjbbXqfe,spotify:track:21RBQHOqgMuyyFvjbbXqfe,https://api.spotify.com/v1/tracks/21RBQHOqgMuyyFvjbbXqfe,https://api.spotify.com/v1/audio-analysis/21RBQHOqgMuyyFvjbbXqfe,239733,4
Luniz,I Got 5 On It (feat. Michael Marshall),0.586,0.705,10,-7.906,0,0.352,0.213,0,0.122,0.568,174.091,audio_features,5PC07vOtMYMmGOn4TYlc0n,spotify:track:5PC07vOtMYMmGOn4TYlc0n,https://api.spotify.com/v1/tracks/5PC07vOtMYMmGOn4TYlc0n,https://api.spotify.com/v1/audio-analysis/5PC07vOtMYMmGOn4TYlc0n,253453,4
Montell Jordan,This Is How We Do It,0.775,0.613,0,-9.831,1,0.145,0.0413,0,0.5,0.789,103.65,audio_features,1yRBHnXfl6wjCnM6dYRXq0,spotify:track:1yRBHnXfl6wjCnM6dYRXq0,https://api.spotify.com/v1/tracks/1yRBHnXfl6wjCnM6dYRXq0,https://api.spotify.com/v1/audio-analysis/1yRBHnXfl6wjCnM6dYRXq0,277014,4
Ja Rule,Always On Time,0.835,0.675,5,-4.568,0,0.18,0.0979,0,0.611,0.807,96.717,audio_features,6lWC7NxTRKgsrHLyydrfKN,spotify:track:6lWC7NxTRKgsrHLyydrfKN,https://api.spotify.com/v1/tracks/6lWC7NxTRKgsrHLyydrfKN,https://api.spotify.com/v1/audio-analysis/6lWC7NxTRKgsrHLyydrfKN,242893,4
Bone Thugs-N-Harmony,Tha Crossroads,0.684,0.434,4,-9.791,1,0.0618,0.0824,0,0.256,0.555,144.273,audio_features,0UUSebzzrC8hKiVcX8fBsz,spotify:track:0UUSebzzrC8hKiVcX8fBsz,https://api.spotify.com/v1/tracks/0UUSebzzrC8hKiVcX8fBsz,https://api.spotify.com/v1/audio-analysis/0UUSebzzrC8hKiVcX8fBsz,222667,4
Color Me Badd,I Wanna Sex You Up - Single Mix,0.551,0.591,6,-8.404,0,0.12,0.00549,6.55e-06,0.0416,0.474,201.81,audio_features,26yPacO528yccLPMwVminp,spotify:track:26yPacO528yccLPMwVminp,https://api.spotify.com/v1/tracks/26yPacO528yccLPMwVminp,https://api.spotify.com/v1/audio-analysis/26yPacO528yccLPMwVminp,236947,4
Pearl Jam,Even Flow,0.406,0.889,10,-9.264,0,0.0542,0.00619,4.18e-06,0.323,0.286,104.952,audio_features,7vPnlEkCGmYx2Eier8YBwc,spotify:track:7vPnlEkCGmYx2Eier8YBwc,https://api.spotify.com/v1/tracks/7vPnlEkCGmYx2Eier8YBwc,https://api.spotify.com/v1/audio-analysis/7vPnlEkCGmYx2Eier8YBwc,293667,4
Captain Hollywood Project,More and More - Single Version,0.658,0.839,7,-11.827,1,0.0343,0.223,0.86,0.0965,0.681,125.866,audio_features,6jwlBPt6FlhIlHAdEN1JME,spotify:track:6jwlBPt6FlhIlHAdEN1JME,https://api.spotify.com/v1/tracks/6jwlBPt6FlhIlHAdEN1JME,https://api.spotify.com/v1/audio-analysis/6jwlBPt6FlhIlHAdEN1JME,251133,4
Do Or Die,Po Pimp,0.81,0.428,0,-14.248,1,0.272,0.0623,0,0.116,0.649,142.075,audio_features,66AMCAjrOk7c957i3ej06f,spotify:track:66AMCAjrOk7c957i3ej06f,https://api.spotify.com/v1/tracks/66AMCAjrOk7c957i3ej06f,https://api.spotify.com/v1/audio-analysis/66AMCAjrOk7c957i3ej06f,234827,4
EMF,Unbelievable,0.663,0.799,1,-7.478,1,0.0387,9.55e-05,0.0613,0.0947,0.937,103.954,audio_features,1GkRtFi1i90d3QngEVQTDY,spotify:track:1GkRtFi1i90d3QngEVQTDY,https://api.spotify.com/v1/tracks/1GkRtFi1i90d3QngEVQTDY,https://api.spotify.com/v1/audio-analysis/1GkRtFi1i90d3QngEVQTDY,209773,4
The Notorious B.I.G.,Big Poppa - 2005 Remaster,0.78,0.575,9,-7.247,0,0.273,0.43,0,0.143,0.773,84.492,audio_features,2g8HN35AnVGIk7B8yMucww,spotify:track:2g8HN35AnVGIk7B8yMucww,https://api.spotify.com/v1/tracks/2g8HN35AnVGIk7B8yMucww,https://api.spotify.com/v1/audio-analysis/2g8HN35AnVGIk7B8yMucww,252747,4
Sublime,Santeria,0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356,audio_features,6cJqlSO19vsfCsH1FeFI35,spotify:track:6cJqlSO19vsfCsH1FeFI35,https://api.spotify.com/v1/tracks/6cJqlSO19vsfCsH1FeFI35,https://api.spotify.com/v1/audio-analysis/6cJqlSO19vsfCsH1FeFI35,183200,4
Naughty By Nature,Hip Hop Hooray,0.869,0.826,6,-6.996,0,0.101,0.0482,2.42e-06,0.326,0.721,99.143,audio_features,3fwUpUntnrvggfHhvyQq6D,spotify:track:3fwUpUntnrvggfHhvyQq6D,https://api.spotify.com/v1/tracks/3fwUpUntnrvggfHhvyQq6D,https://api.spotify.com/v1/audio-analysis/3fwUpUntnrvggfHhvyQq6D,264840,4
Lenny Kravitz,Are You Gonna Go My Way,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,audio_features,45Ia1U4KtIjAPPU7Wv1Sea,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,211933,4
Blues Traveler,Run-Around,0.591,0.907,7,-5.648,1,0.0837,0.0675,0,0.0903,0.817,151.961,audio_features,3y8rEUEUdmAcPCpPoLotnO,spotify:track:3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/tracks/3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/audio-analysis/3y8rEUEUdmAcPCpPoLotnO,280093,4
Snow,Informer,0.763,0.742,6,-10.975,0,0.188,0.0984,0,0.38,0.483,98.145,audio_features,2LjiPAQOVazT8sRyXL3XRs,spotify:track:2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/tracks/2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/audio-analysis/2LjiPAQOVazT8sRyXL3XRs,268910,4
Steve Winwood,Higher Love - Single Version,0.718,0.879,5,-7.468,1,0.0372,0.0209,0.077,0.103,0.927,98.652,audio_features,3vt8BR4MO7CEfccwJaXkqx,spotify:track:3vt8BR4MO7CEfccwJaXkqx,https://api.spotify.com/v1/tracks/3vt8BR4MO7CEfccwJaXkqx,https://api.spotify.com/v1/audio-analysis/3vt8BR4MO7CEfccwJaXkqx,243573,4
John Newman,Love Me Again,0.485,0.915,2,-3.469,0,0.0544,0.00441,0.00112,0.0987,0.201,126.027,audio_features,57PjISfyOyDcvTPipz16nf,spotify:track:57PjISfyOyDcvTPipz16nf,https://api.spotify.com/v1/tracks/57PjISfyOyDcvTPipz16nf,https://api.spotify.com/v1/audio-analysis/57PjISfyOyDcvTPipz16nf,240289,4
American Authors,Best Day Of My Life,0.672,0.901,2,-2.415,1,0.0353,0.0545,0.000285,0.0792,0.507,99.989,audio_features,5k31cAfP8yymw8v0AYQIjr,spotify:track:5k31cAfP8yymw8v0AYQIjr,https://api.spotify.com/v1/tracks/5k31cAfP8yymw8v0AYQIjr,https://api.spotify.com/v1/audio-analysis/5k31cAfP8yymw8v0AYQIjr,194000,4
Imagine Dragons,On Top Of The World,0.507,0.923,0,-5.581,1,0.173,0.0818,4.63e-06,0.0951,0.768,99.252,audio_features,4eLSCSELtKxZwXnFbNLXT5,spotify:track:4eLSCSELtKxZwXnFbNLXT5,https://api.spotify.com/v1/tracks/4eLSCSELtKxZwXnFbNLXT5,https://api.spotify.com/v1/audio-analysis/4eLSCSELtKxZwXnFbNLXT5,189840,4
Pitbull,Fireball (feat. John Ryan),0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,audio_features,4Y7XAxTANhu3lmnLAzhWJW,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/tracks/4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/audio-analysis/4Y7XAxTANhu3lmnLAzhWJW,236200,4
Stone Temple Pilots,Plush,0.417,0.913,7,-6.049,0,0.0441,0.00248,1.09e-06,0.166,0.439,144.591,audio_features,2TAQ9YGehOKWDqDak5DuXc,spotify:track:2TAQ9YGehOKWDqDak5DuXc,https://api.spotify.com/v1/tracks/2TAQ9YGehOKWDqDak5DuXc,https://api.spotify.com/v1/audio-analysis/2TAQ9YGehOKWDqDak5DuXc,310400,4
Bruce Springsteen,Glory Days,0.562,0.948,9,-6.547,1,0.0332,0.165,0,0.118,0.977,117.153,audio_features,23DjJ1MQIoVTF5JYJiCq3R,spotify:track:23DjJ1MQIoVTF5JYJiCq3R,https://api.spotify.com/v1/tracks/23DjJ1MQIoVTF5JYJiCq3R,https://api.spotify.com/v1/audio-analysis/23DjJ1MQIoVTF5JYJiCq3R,255067,4
The Black Crowes,Jealous Again,0.639,0.844,7,-4.623,1,0.0263,0.0944,0,0.152,0.665,114.412,audio_features,0wuLm98dMgCHF6g5SpKY71,spotify:track:0wuLm98dMgCHF6g5SpKY71,https://api.spotify.com/v1/tracks/0wuLm98dMgCHF6g5SpKY71,https://api.spotify.com/v1/audio-analysis/0wuLm98dMgCHF6g5SpKY71,275067,4
Los Lonely Boys,Heaven,0.656,0.821,11,-6.369,1,0.0619,0.394,3.53e-06,0.0278,0.813,91.989,audio_features,5YG4RY9H7vJdW5xn93KcUR,spotify:track:5YG4RY9H7vJdW5xn93KcUR,https://api.spotify.com/v1/tracks/5YG4RY9H7vJdW5xn93KcUR,https://api.spotify.com/v1/audio-analysis/5YG4RY9H7vJdW5xn93KcUR,230227,4
Tag Team,Whoomp! (There It Is) (Club Mix),0.792,0.602,4,-7.477,0,0.0398,0.00134,2.59e-06,0.0705,0.45,129.451,audio_features,4oMsN8sDnYw4pcvnHTWJep,spotify:track:4oMsN8sDnYw4pcvnHTWJep,https://api.spotify.com/v1/tracks/4oMsN8sDnYw4pcvnHTWJep,https://api.spotify.com/v1/audio-analysis/4oMsN8sDnYw4pcvnHTWJep,274733,4
Third Eye Blind,Semi-Charmed Life,0.637,0.902,7,-5.077,1,0.0325,0.00752,0,0.323,0.685,102.014,audio_features,6luSHkUXVmx3DKGN4TuRqF,spotify:track:6luSHkUXVmx3DKGN4TuRqF,https://api.spotify.com/v1/tracks/6luSHkUXVmx3DKGN4TuRqF,https://api.spotify.com/v1/audio-analysis/6luSHkUXVmx3DKGN4TuRqF,269040,4
