artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,popularity,result
Vertical Horizon,Miracle,0.57,0.619,5.0,-6.43,0.0,0.0242,0.0159,0.0,0.0873,0.358,91.82,audio_features,1pLDpHEV9ogVf6vlXxzSh0,spotify:track:1pLDpHEV9ogVf6vlXxzSh0,https://api.spotify.com/v1/tracks/1pLDpHEV9ogVf6vlXxzSh0,https://api.spotify.com/v1/audio-analysis/1pLDpHEV9ogVf6vlXxzSh0,262960.0,4.0,"['neo mellow', 'pop rock', 'post-grunge']",69.0,0.0
Vertical Horizon,You Say,0.509,0.752,8.0,-6.374,1.0,0.0245,0.00514,0.000191,0.112,0.492,92.821,audio_features,7Kp2mScPJlaGtkYtOKzqKE,spotify:track:7Kp2mScPJlaGtkYtOKzqKE,https://api.spotify.com/v1/tracks/7Kp2mScPJlaGtkYtOKzqKE,https://api.spotify.com/v1/audio-analysis/7Kp2mScPJlaGtkYtOKzqKE,238507.0,4.0,"['neo mellow', 'pop rock', 'post-grunge']",76.0,0.0
Sister Hazel,Your Winter,0.487,0.583,7.0,-6.079,1.0,0.0335,0.0195,0.0,0.0786,0.287,79.896,audio_features,1jfR1cnUX7H84VCAaYziRJ,spotify:track:1jfR1cnUX7H84VCAaYziRJ,https://api.spotify.com/v1/tracks/1jfR1cnUX7H84VCAaYziRJ,https://api.spotify.com/v1/audio-analysis/1jfR1cnUX7H84VCAaYziRJ,276707.0,4.0,"['acoustic pop', 'neo mellow', 'pop rock']",46.0,0.0
Sister Hazel,Where Do You Go,0.526,0.683,2.0,-6.501,1.0,0.0287,0.234,0.0,0.0993,0.239,96.018,audio_features,23N6fMWavrPZ3Hzm6nTnRZ,spotify:track:23N6fMWavrPZ3Hzm6nTnRZ,https://api.spotify.com/v1/tracks/23N6fMWavrPZ3Hzm6nTnRZ,https://api.spotify.com/v1/audio-analysis/23N6fMWavrPZ3Hzm6nTnRZ,243253.0,4.0,"['acoustic pop', 'neo mellow', 'pop rock']",63.0,0.0
Dishwalla,Angels Or Devils,0.537,0.67,11.0,-7.043,1.0,0.0284,0.0584,0.0,0.153,0.437,78.648,audio_features,2fnMKNqdGCf78E12681NRG,spotify:track:2fnMKNqdGCf78E12681NRG,https://api.spotify.com/v1/tracks/2fnMKNqdGCf78E12681NRG,https://api.spotify.com/v1/audio-analysis/2fnMKNqdGCf78E12681NRG,243800.0,4.0,"['pop rock', 'post-grunge']",55.0,0.0
Splender,I Think God Can Explain,0.48,0.729,10.0,-4.398,1.0,0.028,0.0129,0.0,0.0862,0.509,137.232,audio_features,3YW5qaMNCsMnta8L0j1btB,spotify:track:3YW5qaMNCsMnta8L0j1btB,https://api.spotify.com/v1/tracks/3YW5qaMNCsMnta8L0j1btB,https://api.spotify.com/v1/audio-analysis/3YW5qaMNCsMnta8L0j1btB,236760.0,4.0,"['grunge pop', 'pop rock']",45.0,0.0
Splender,"Yeah, Whatever",0.463,0.959,0.0,-3.724,0.0,0.0438,0.003,0.0,0.16,0.553,94.35,audio_features,4naYCibmkVSZQ8sK7NHwlA,spotify:track:4naYCibmkVSZQ8sK7NHwlA,https://api.spotify.com/v1/tracks/4naYCibmkVSZQ8sK7NHwlA,https://api.spotify.com/v1/audio-analysis/4naYCibmkVSZQ8sK7NHwlA,222600.0,4.0,"['grunge pop', 'pop rock']",36.0,0.0
Nathaniel Rateliff & The Night Sweats,Howling At Nothing,0.583,0.828,10.0,-4.186,1.0,0.0612,0.246,0.000121,0.103,0.709,99.843,audio_features,072XFpSbDJPCRxILkfUbxp,spotify:track:072XFpSbDJPCRxILkfUbxp,https://api.spotify.com/v1/tracks/072XFpSbDJPCRxILkfUbxp,https://api.spotify.com/v1/audio-analysis/072XFpSbDJPCRxILkfUbxp,189853.0,4.0,"['funk', 'indie folk', 'modern blues rock', 'stomp and holler']",56.0,0.0
Nathaniel Rateliff & The Night Sweats,Look It Here,0.662,0.874,5.0,-5.004,0.0,0.0317,0.0498,0.0206,0.342,0.909,117.036,audio_features,6Xhqj29KSYBJSnlh7ZwXi2,spotify:track:6Xhqj29KSYBJSnlh7ZwXi2,https://api.spotify.com/v1/tracks/6Xhqj29KSYBJSnlh7ZwXi2,https://api.spotify.com/v1/audio-analysis/6Xhqj29KSYBJSnlh7ZwXi2,183080.0,4.0,"['funk', 'indie folk', 'modern blues rock', 'stomp and holler']",48.0,0.0
Nathaniel Rateliff & The Night Sweats,Trying So Hard Not To Know,0.718,0.947,10.0,-4.146,0.0,0.0951,0.0807,0.00705,0.401,0.603,106.021,audio_features,6smArFEUA5f33AWQXmTQNH,spotify:track:6smArFEUA5f33AWQXmTQNH,https://api.spotify.com/v1/tracks/6smArFEUA5f33AWQXmTQNH,https://api.spotify.com/v1/audio-analysis/6smArFEUA5f33AWQXmTQNH,170840.0,4.0,"['funk', 'indie folk', 'modern blues rock', 'stomp and holler']",43.0,0.0
Filter,The Best Things,0.52,0.958,2.0,-5.563,1.0,0.057,2.79e-05,0.0292,0.167,0.339,124.005,audio_features,5V7kbWQJ3nXuRHdFa8TXs2,spotify:track:5V7kbWQJ3nXuRHdFa8TXs2,https://api.spotify.com/v1/tracks/5V7kbWQJ3nXuRHdFa8TXs2,https://api.spotify.com/v1/audio-analysis/5V7kbWQJ3nXuRHdFa8TXs2,266240.0,4.0,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",41.0,0.0
Eddie Rabbitt,On Second Thought,0.543,0.638,9.0,-9.239,1.0,0.0267,0.212,0.0,0.218,0.938,130.842,audio_features,7eFSPVqDNSBwfHdrreBfa3,spotify:track:7eFSPVqDNSBwfHdrreBfa3,https://api.spotify.com/v1/tracks/7eFSPVqDNSBwfHdrreBfa3,https://api.spotify.com/v1/audio-analysis/7eFSPVqDNSBwfHdrreBfa3,217507.0,4.0,"['classic country pop', 'country', 'country rock', 'mellow gold']",31.0,0.0
Eddie Rabbitt,Step By Step,0.63,0.691,7.0,-7.563,1.0,0.0295,0.174,3.1e-06,0.0498,0.655,76.945,audio_features,49HfSdzgsXmzbZPMZ560Xn,spotify:track:49HfSdzgsXmzbZPMZ560Xn,https://api.spotify.com/v1/tracks/49HfSdzgsXmzbZPMZ560Xn,https://api.spotify.com/v1/audio-analysis/49HfSdzgsXmzbZPMZ560Xn,220707.0,4.0,"['classic country pop', 'country', 'country rock', 'mellow gold']",63.0,0.0
Fort Minor,Remember the Name (feat. Styles of Beyond),0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,audio_features,6ndmKwWqMozN2tcZqzCX4K,spotify:track:6ndmKwWqMozN2tcZqzCX4K,https://api.spotify.com/v1/tracks/6ndmKwWqMozN2tcZqzCX4K,https://api.spotify.com/v1/audio-analysis/6ndmKwWqMozN2tcZqzCX4K,230493.0,4.0,"['pop rap', 'rap rock']",74.0,0.0
Breaking Benjamin,I Will Not Bow,0.533,0.955,8.0,-3.708,1.0,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,audio_features,2yXyz4NLTZx9CLdXfLTp5E,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,https://api.spotify.com/v1/tracks/2yXyz4NLTZx9CLdXfLTp5E,https://api.spotify.com/v1/audio-analysis/2yXyz4NLTZx9CLdXfLTp5E,216733.0,4.0,"['alternative metal', 'nu metal', 'post-grunge']",71.0,0.0
P!nk,Blow Me (One Last Kiss),0.587,0.924,7.0,-2.918,1.0,0.041,0.000133,0.0,0.285,0.746,113.998,audio_features,0ald9Hqm3CG03WWHUOgFoo,spotify:track:0ald9Hqm3CG03WWHUOgFoo,https://api.spotify.com/v1/tracks/0ald9Hqm3CG03WWHUOgFoo,https://api.spotify.com/v1/audio-analysis/0ald9Hqm3CG03WWHUOgFoo,255587.0,4.0,"['dance pop', 'pop']",67.0,0.0
Yusuf / Cat Stevens,Wild World,0.484,0.508,0.0,-9.308,1.0,0.0364,0.376,0.000791,0.0961,0.554,151.867,audio_features,6Xz7FeyE8HTP90HecgHV57,spotify:track:6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/tracks/6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/audio-analysis/6Xz7FeyE8HTP90HecgHV57,200173.0,4.0,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",76.0,0.0
Yusuf / Cat Stevens,Peace Train,0.61,0.582,0.0,-10.422,1.0,0.044,0.119,3.76e-05,0.12,0.781,82.492,audio_features,1ppuHX1oVMku5LTL0swNZP,spotify:track:1ppuHX1oVMku5LTL0swNZP,https://api.spotify.com/v1/tracks/1ppuHX1oVMku5LTL0swNZP,https://api.spotify.com/v1/audio-analysis/1ppuHX1oVMku5LTL0swNZP,251333.0,4.0,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",66.0,0.0
Yusuf / Cat Stevens,"If You Want To Sing Out, Sing Out",0.687,0.31,0.0,-12.103,1.0,0.0353,0.801,0.00732,0.112,0.859,132.919,audio_features,4c64e5nl0nWXffHfwLC6Nn,spotify:track:4c64e5nl0nWXffHfwLC6Nn,https://api.spotify.com/v1/tracks/4c64e5nl0nWXffHfwLC6Nn,https://api.spotify.com/v1/audio-analysis/4c64e5nl0nWXffHfwLC6Nn,165600.0,4.0,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",59.0,0.0
The Donnas,Take It Off,0.412,0.951,11.0,-3.371,0.0,0.0548,2.61e-06,0.00239,0.0958,0.333,158.78,audio_features,6QyBIZEvs11K9lKjyLYtv6,spotify:track:6QyBIZEvs11K9lKjyLYtv6,https://api.spotify.com/v1/tracks/6QyBIZEvs11K9lKjyLYtv6,https://api.spotify.com/v1/audio-analysis/6QyBIZEvs11K9lKjyLYtv6,162000.0,4.0,"['candy pop', 'glam punk', 'power-pop punk']",69.0,0.0
The Beatles,Hey Bulldog - Remastered 2009,0.587,0.617,7.0,-9.164,1.0,0.028,0.0197,0.639,0.199,0.947,100.495,audio_features,5xYC2ZJJ9TMJL8BOl85O2R,spotify:track:5xYC2ZJJ9TMJL8BOl85O2R,https://api.spotify.com/v1/tracks/5xYC2ZJJ9TMJL8BOl85O2R,https://api.spotify.com/v1/audio-analysis/5xYC2ZJJ9TMJL8BOl85O2R,191307.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",52.0,0.0
The Beatles,Blackbird - Remastered 2009,0.686,0.127,7.0,-14.361,1.0,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,spotify:track:5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr,138387.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",74.0,0.0
The Beatles,With A Little Help From My Friends - Remastered 2009,0.705,0.515,4.0,-9.343,1.0,0.0337,0.365,0.0,0.389,0.803,112.035,audio_features,2RnPATK99oGOZygnD2GTO6,spotify:track:2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/tracks/2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/audio-analysis/2RnPATK99oGOZygnD2GTO6,164107.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",65.0,0.0
The Beatles,Got To Get You Into My Life - Remastered 2009,0.521,0.524,0.0,-6.136,1.0,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,audio_features,3tGhRLgcCP6SIZU3tbGl7l,spotify:track:3tGhRLgcCP6SIZU3tbGl7l,https://api.spotify.com/v1/tracks/3tGhRLgcCP6SIZU3tbGl7l,https://api.spotify.com/v1/audio-analysis/3tGhRLgcCP6SIZU3tbGl7l,149240.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",60.0,0.0
The Beatles,Act Naturally - Remastered 2009,0.702,0.447,7.0,-10.122,1.0,0.0308,0.366,0.0,0.153,0.944,93.02,audio_features,0IxxqsYBcCHEQ1HqLYJnwx,spotify:track:0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/tracks/0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/audio-analysis/0IxxqsYBcCHEQ1HqLYJnwx,150373.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",48.0,0.0
The Beatles,Things We Said Today - Remastered 2009,0.551,0.575,2.0,-8.208,0.0,0.0332,0.239,0.0,0.112,0.516,137.054,audio_features,0voUr8lubIafUVJlauJxYF,spotify:track:0voUr8lubIafUVJlauJxYF,https://api.spotify.com/v1/tracks/0voUr8lubIafUVJlauJxYF,https://api.spotify.com/v1/audio-analysis/0voUr8lubIafUVJlauJxYF,155333.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",57.0,0.0
The Beatles,I Saw Her Standing There - Remastered 2009,0.491,0.801,4.0,-9.835,1.0,0.0361,0.27,0.0,0.0665,0.971,160.109,audio_features,3KiexfmhxHvG5IgAElmTkd,spotify:track:3KiexfmhxHvG5IgAElmTkd,https://api.spotify.com/v1/tracks/3KiexfmhxHvG5IgAElmTkd,https://api.spotify.com/v1/audio-analysis/3KiexfmhxHvG5IgAElmTkd,173947.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",69.0,0.0
The Beatles,Back In The U.S.S.R. - Remastered 2009,0.486,0.952,9.0,-7.922,1.0,0.0489,0.0633,0.000291,0.06,0.854,142.47,audio_features,3Pm4mp3Fz6nZAD7L498kGd,spotify:track:3Pm4mp3Fz6nZAD7L498kGd,https://api.spotify.com/v1/tracks/3Pm4mp3Fz6nZAD7L498kGd,https://api.spotify.com/v1/audio-analysis/3Pm4mp3Fz6nZAD7L498kGd,166760.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",67.0,0.0
The Beatles,Day Tripper - Remastered 2009,0.641,0.722,6.0,-10.553,0.0,0.0297,0.117,0.0,0.19,0.698,137.732,audio_features,3hNUYt4dMM9RhcWmty8oKF,spotify:track:3hNUYt4dMM9RhcWmty8oKF,https://api.spotify.com/v1/tracks/3hNUYt4dMM9RhcWmty8oKF,https://api.spotify.com/v1/audio-analysis/3hNUYt4dMM9RhcWmty8oKF,169613.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",62.0,0.0
The Beatles,Drive My Car - Remastered 2009,0.752,0.567,2.0,-8.635,1.0,0.0408,0.016,0.0,0.323,0.846,122.469,audio_features,1U9KXf8iMIHzNnG0Zb0Mzr,spotify:track:1U9KXf8iMIHzNnG0Zb0Mzr,https://api.spotify.com/v1/tracks/1U9KXf8iMIHzNnG0Zb0Mzr,https://api.spotify.com/v1/audio-analysis/1U9KXf8iMIHzNnG0Zb0Mzr,148453.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",65.0,0.0
The Beatles,Eight Days A Week - Remastered 2009,0.656,0.616,9.0,-6.909,1.0,0.0379,0.407,0.0,0.104,0.781,138.655,audio_features,1kN5RXxIYrSbCgO8ke88rV,spotify:track:1kN5RXxIYrSbCgO8ke88rV,https://api.spotify.com/v1/tracks/1kN5RXxIYrSbCgO8ke88rV,https://api.spotify.com/v1/audio-analysis/1kN5RXxIYrSbCgO8ke88rV,164533.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",65.0,0.0
The Beatles,Please Please Me - Mono Version / Remastered 2009,0.542,0.699,4.0,-5.829,1.0,0.0318,0.628,0.0,0.053,0.827,138.383,audio_features,473McZs08uo5AIimJyAelZ,spotify:track:473McZs08uo5AIimJyAelZ,https://api.spotify.com/v1/tracks/473McZs08uo5AIimJyAelZ,https://api.spotify.com/v1/audio-analysis/473McZs08uo5AIimJyAelZ,121333.0,4.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",39.0,0.0
Lynyrd Skynyrd,Saturday Night Special,0.545,0.561,9.0,-10.528,1.0,0.0522,0.012,0.000612,0.231,0.567,121.219,audio_features,5LEbJ5WuKL0nQdlomLaAaN,spotify:track:5LEbJ5WuKL0nQdlomLaAaN,https://api.spotify.com/v1/tracks/5LEbJ5WuKL0nQdlomLaAaN,https://api.spotify.com/v1/audio-analysis/5LEbJ5WuKL0nQdlomLaAaN,309400.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",57.0,0.0
Lynyrd Skynyrd,Simple Man,0.425,0.767,6.0,-8.646,1.0,0.0413,0.0504,0.000138,0.168,0.442,120.539,audio_features,11xkq6rKj5UodHwd07vgv8,spotify:track:11xkq6rKj5UodHwd07vgv8,https://api.spotify.com/v1/tracks/11xkq6rKj5UodHwd07vgv8,https://api.spotify.com/v1/audio-analysis/11xkq6rKj5UodHwd07vgv8,356640.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",73.0,0.0
Lynyrd Skynyrd,Free Bird,0.249,0.834,0.0,-8.21,1.0,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",75.0,0.0
You Me At Six,Night People,0.471,0.802,4.0,-5.037,0.0,0.0642,0.00309,0.0,0.361,0.406,82.332,audio_features,3MHQIhSrgQsFYLo6JLioDX,spotify:track:3MHQIhSrgQsFYLo6JLioDX,https://api.spotify.com/v1/tracks/3MHQIhSrgQsFYLo6JLioDX,https://api.spotify.com/v1/audio-analysis/3MHQIhSrgQsFYLo6JLioDX,183720.0,4.0,"['modern alternative rock', 'modern rock', 'neon pop punk', 'pop emo', 'pop punk', 'rock']",45.0,0.0
Jimmy Eat World,Sure and Certain,0.505,0.916,7.0,-5.882,1.0,0.037,0.000164,0.129,0.197,0.271,98.986,audio_features,0LIuCaB4eoxSkzA5ZcUyZI,spotify:track:0LIuCaB4eoxSkzA5ZcUyZI,https://api.spotify.com/v1/tracks/0LIuCaB4eoxSkzA5ZcUyZI,https://api.spotify.com/v1/audio-analysis/0LIuCaB4eoxSkzA5ZcUyZI,215707.0,4.0,"['alternative rock', 'emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']",44.0,0.0
Pop Evil,If Only For Now,0.437,0.733,6.0,-6.151,1.0,0.0283,0.000754,0.00556,0.111,0.404,179.933,audio_features,1QROneYqhpjl0IDKYou8j2,spotify:track:1QROneYqhpjl0IDKYou8j2,https://api.spotify.com/v1/tracks/1QROneYqhpjl0IDKYou8j2,https://api.spotify.com/v1/audio-analysis/1QROneYqhpjl0IDKYou8j2,230642.0,4.0,"['alternative metal', 'nu metal', 'post-grunge']",44.0,0.0
KALEO,Way down We Go,0.59,0.578,10.0,-5.798,0.0,0.0528,0.612,0.000162,0.0837,0.264,81.663,audio_features,7aUuoq4oMfLxaLa5GVUDHi,spotify:track:7aUuoq4oMfLxaLa5GVUDHi,https://api.spotify.com/v1/tracks/7aUuoq4oMfLxaLa5GVUDHi,https://api.spotify.com/v1/audio-analysis/7aUuoq4oMfLxaLa5GVUDHi,219560.0,4.0,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",79.0,0.0
Thrice,Black Honey,0.442,0.892,9.0,-6.431,0.0,0.086,0.00267,7.92e-06,0.0758,0.237,151.914,audio_features,4FX7dhugVxsKsyC4DgwJyM,spotify:track:4FX7dhugVxsKsyC4DgwJyM,https://api.spotify.com/v1/tracks/4FX7dhugVxsKsyC4DgwJyM,https://api.spotify.com/v1/audio-analysis/4FX7dhugVxsKsyC4DgwJyM,239451.0,4.0,"['post-hardcore', 'screamo']",60.0,0.0
Empire of the Sun,High And Low,0.508,0.782,1.0,-4.667,1.0,0.0454,0.0193,3.03e-06,0.089,0.286,126.917,audio_features,4idXqwDDENjWPbkrEy1w47,spotify:track:4idXqwDDENjWPbkrEy1w47,https://api.spotify.com/v1/tracks/4idXqwDDENjWPbkrEy1w47,https://api.spotify.com/v1/audio-analysis/4idXqwDDENjWPbkrEy1w47,224840.0,4.0,"['alternative dance', 'australian dance', 'australian electropop', 'dance rock', 'electropop', 'indietronica', 'neo-synthpop']",58.0,0.0
Billy Talent,Afraid of Heights,0.543,0.991,9.0,-2.78,0.0,0.0668,0.000168,1.31e-05,0.374,0.766,150.031,audio_features,0P44AUPRzaIAHNWquN0fGR,spotify:track:0P44AUPRzaIAHNWquN0fGR,https://api.spotify.com/v1/tracks/0P44AUPRzaIAHNWquN0fGR,https://api.spotify.com/v1/audio-analysis/0P44AUPRzaIAHNWquN0fGR,225680.0,4.0,"['alternative metal', 'canadian punk', 'punk']",40.0,0.0
Grouplove,Welcome To Your Life,0.507,0.611,10.0,-5.903,1.0,0.0314,0.00246,0.0,0.196,0.399,91.159,audio_features,6uF5q1IM4nXjh4Hw3pY4Cw,spotify:track:6uF5q1IM4nXjh4Hw3pY4Cw,https://api.spotify.com/v1/tracks/6uF5q1IM4nXjh4Hw3pY4Cw,https://api.spotify.com/v1/audio-analysis/6uF5q1IM4nXjh4Hw3pY4Cw,228880.0,4.0,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",51.0,0.0
The Struts,Put Your Money On Me,0.565,0.905,5.0,-3.575,0.0,0.057,0.00101,0.0,0.325,0.684,126.011,audio_features,2ajUL2dX5VmKHn3FASzzho,spotify:track:2ajUL2dX5VmKHn3FASzzho,https://api.spotify.com/v1/tracks/2ajUL2dX5VmKHn3FASzzho,https://api.spotify.com/v1/audio-analysis/2ajUL2dX5VmKHn3FASzzho,213853.0,4.0,"['glam rock', 'modern alternative rock', 'modern rock']",58.0,0.0
Korn,Rotting In Vain,0.465,0.936,9.0,-4.635,1.0,0.0866,0.000102,5.2e-05,0.383,0.258,106.145,audio_features,3Ta6FxRbRGB5EW2ozabTH5,spotify:track:3Ta6FxRbRGB5EW2ozabTH5,https://api.spotify.com/v1/tracks/3Ta6FxRbRGB5EW2ozabTH5,https://api.spotify.com/v1/audio-analysis/3Ta6FxRbRGB5EW2ozabTH5,211670.0,4.0,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']",52.0,0.0
Bring Me The Horizon,Avalanche,0.426,0.934,7.0,-4.063,0.0,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,audio_features,4EyPadLFhtWojU7mkT5hqT,spotify:track:4EyPadLFhtWojU7mkT5hqT,https://api.spotify.com/v1/tracks/4EyPadLFhtWojU7mkT5hqT,https://api.spotify.com/v1/audio-analysis/4EyPadLFhtWojU7mkT5hqT,262013.0,4.0,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",65.0,0.0
Beartooth,Hated,0.458,0.99,8.0,-3.717,1.0,0.183,0.000285,0.000893,0.454,0.46,166.904,audio_features,2NRa4W3rH4e5GKQMN5Qwyr,spotify:track:2NRa4W3rH4e5GKQMN5Qwyr,https://api.spotify.com/v1/tracks/2NRa4W3rH4e5GKQMN5Qwyr,https://api.spotify.com/v1/audio-analysis/2NRa4W3rH4e5GKQMN5Qwyr,211430.0,4.0,['metalcore'],60.0,0.0
The Shelters,Rebel Heart,0.392,0.884,0.0,-3.374,1.0,0.0385,0.00132,6.79e-05,0.35,0.508,169.123,audio_features,3Pc4BTWoH6x0PmeGfQzn5a,spotify:track:3Pc4BTWoH6x0PmeGfQzn5a,https://api.spotify.com/v1/tracks/3Pc4BTWoH6x0PmeGfQzn5a,https://api.spotify.com/v1/audio-analysis/3Pc4BTWoH6x0PmeGfQzn5a,238924.0,4.0,"['garage rock revival', 'modern alternative rock']",53.0,0.0
Incubus,Anna Molly,0.451,0.973,8.0,-2.611,1.0,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,audio_features,0uLhNT7UIH3nZCCDZd3OBl,spotify:track:0uLhNT7UIH3nZCCDZd3OBl,https://api.spotify.com/v1/tracks/0uLhNT7UIH3nZCCDZd3OBl,https://api.spotify.com/v1/audio-analysis/0uLhNT7UIH3nZCCDZd3OBl,225880.0,4.0,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",59.0,0.0
Muse,Madness,0.502,0.417,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301,audio_features,0c4IEciLCDdXEhhKxj4ThA,spotify:track:0c4IEciLCDdXEhhKxj4ThA,https://api.spotify.com/v1/tracks/0c4IEciLCDdXEhhKxj4ThA,https://api.spotify.com/v1/audio-analysis/0c4IEciLCDdXEhhKxj4ThA,281040.0,4.0,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",68.0,0.0
Muse,Starlight,0.55,0.874,4.0,-4.046,1.0,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,audio_features,3skn2lauGk7Dx6bVIt5DVj,spotify:track:3skn2lauGk7Dx6bVIt5DVj,https://api.spotify.com/v1/tracks/3skn2lauGk7Dx6bVIt5DVj,https://api.spotify.com/v1/audio-analysis/3skn2lauGk7Dx6bVIt5DVj,240213.0,4.0,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",73.0,0.0
Muse,Psycho,0.555,0.883,2.0,-3.426,1.0,0.0341,0.00114,0.041,0.868,0.507,125.02,audio_features,383QXk8nb2YrARMUwDdjQS,spotify:track:383QXk8nb2YrARMUwDdjQS,https://api.spotify.com/v1/tracks/383QXk8nb2YrARMUwDdjQS,https://api.spotify.com/v1/audio-analysis/383QXk8nb2YrARMUwDdjQS,316718.0,4.0,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",79.0,0.0
Muse,Supermassive Black Hole,0.668,0.921,7.0,-3.727,1.0,0.0439,0.0492,0.00517,0.0877,0.782,120.0,audio_features,3lPr8ghNDBLc2uZovNyLs9,spotify:track:3lPr8ghNDBLc2uZovNyLs9,https://api.spotify.com/v1/tracks/3lPr8ghNDBLc2uZovNyLs9,https://api.spotify.com/v1/audio-analysis/3lPr8ghNDBLc2uZovNyLs9,212440.0,4.0,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",78.0,0.0
Muse,Undisclosed Desires,0.683,0.585,8.0,-6.76,1.0,0.0323,0.00819,0.0162,0.0797,0.641,115.997,audio_features,0It6VJoMAare1zdV2wxqZq,spotify:track:0It6VJoMAare1zdV2wxqZq,https://api.spotify.com/v1/tracks/0It6VJoMAare1zdV2wxqZq,https://api.spotify.com/v1/audio-analysis/0It6VJoMAare1zdV2wxqZq,235000.0,4.0,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",65.0,0.0
