artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,popularity,result
Soundgarden,The Day I Tried To Live,0.472,0.752,0.0,-6.051,1.0,0.0555,0.000164,0.181,0.0903,0.305,133.248,audio_features,78YJJJH55MSyk7547100sW,spotify:track:78YJJJH55MSyk7547100sW,https://api.spotify.com/v1/tracks/78YJJJH55MSyk7547100sW,https://api.spotify.com/v1/audio-analysis/78YJJJH55MSyk7547100sW,320107.0,4.0,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'rock']",58.0,0.0
Soundgarden,Blow Up The Outside World,0.33,0.529,9.0,-10.043,1.0,0.0358,0.000807,0.214,0.126,0.148,140.156,audio_features,5TLA7O0ogTqwZHbS3ERabw,spotify:track:5TLA7O0ogTqwZHbS3ERabw,https://api.spotify.com/v1/tracks/5TLA7O0ogTqwZHbS3ERabw,https://api.spotify.com/v1/audio-analysis/5TLA7O0ogTqwZHbS3ERabw,345667.0,4.0,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'rock']",58.0,0.0
Soundgarden,Pretty Noose,0.389,0.925,0.0,-7.97,1.0,0.0643,1.79e-05,0.244,0.222,0.317,150.893,audio_features,6ZzeXWwDvMzrgCWt9RwBj1,spotify:track:6ZzeXWwDvMzrgCWt9RwBj1,https://api.spotify.com/v1/tracks/6ZzeXWwDvMzrgCWt9RwBj1,https://api.spotify.com/v1/audio-analysis/6ZzeXWwDvMzrgCWt9RwBj1,251867.0,4.0,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'rock']",54.0,0.0
Mother Love Bone,Holy Roller,0.515,0.818,4.0,-9.577,0.0,0.0572,0.0394,0.00621,0.093,0.401,113.85,audio_features,3P4TrKsWjKeFakkZXu1Yt2,spotify:track:3P4TrKsWjKeFakkZXu1Yt2,https://api.spotify.com/v1/tracks/3P4TrKsWjKeFakkZXu1Yt2,https://api.spotify.com/v1/audio-analysis/3P4TrKsWjKeFakkZXu1Yt2,268267.0,4.0,"['alternative metal', 'alternative rock', 'funk metal', 'grunge', 'rock']",59.0,0.0
Mother Love Bone,This Is Shangrila,0.467,0.774,4.0,-10.617,0.0,0.0515,0.00428,0.00134,0.158,0.324,109.529,audio_features,7lznzPjPyRFdcYaD9gN7a3,spotify:track:7lznzPjPyRFdcYaD9gN7a3,https://api.spotify.com/v1/tracks/7lznzPjPyRFdcYaD9gN7a3,https://api.spotify.com/v1/audio-analysis/7lznzPjPyRFdcYaD9gN7a3,220707.0,4.0,"['alternative metal', 'alternative rock', 'funk metal', 'grunge', 'rock']",43.0,0.0
Brett Eldredge,Wanna Be That Song,0.518,0.686,9.0,-4.911,1.0,0.0313,0.114,0.0,0.114,0.334,144.065,audio_features,1XazlqB4YAtvouCmJPWXlM,spotify:track:1XazlqB4YAtvouCmJPWXlM,https://api.spotify.com/v1/tracks/1XazlqB4YAtvouCmJPWXlM,https://api.spotify.com/v1/audio-analysis/1XazlqB4YAtvouCmJPWXlM,236227.0,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']",61.0,0.0
Kelsea Ballerini,Yeah Boy,0.589,0.809,3.0,-5.292,1.0,0.0376,0.231,0.0,0.0719,0.496,88.965,audio_features,2WaOQWSv0D1tZNxyLvnGAI,spotify:track:2WaOQWSv0D1tZNxyLvnGAI,https://api.spotify.com/v1/tracks/2WaOQWSv0D1tZNxyLvnGAI,https://api.spotify.com/v1/audio-analysis/2WaOQWSv0D1tZNxyLvnGAI,194413.0,4.0,"['contemporary country', 'country', 'pop']",57.0,0.0
Jana Kramer,Circles,0.52,0.851,6.0,-4.781,1.0,0.0434,0.0493,1.37e-05,0.269,0.341,161.96,audio_features,3eT5vVn1580Wijs5qXo6NA,spotify:track:3eT5vVn1580Wijs5qXo6NA,https://api.spotify.com/v1/tracks/3eT5vVn1580Wijs5qXo6NA,https://api.spotify.com/v1/audio-analysis/3eT5vVn1580Wijs5qXo6NA,239347.0,4.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",87.0,0.0
Brett Young,Sleep Without You,0.631,0.716,10.0,-5.713,1.0,0.0432,0.013,0.0,0.0756,0.647,88.541,audio_features,1Wjk9qHVbxgOopOEP9SqLW,spotify:track:1Wjk9qHVbxgOopOEP9SqLW,https://api.spotify.com/v1/tracks/1Wjk9qHVbxgOopOEP9SqLW,https://api.spotify.com/v1/audio-analysis/1Wjk9qHVbxgOopOEP9SqLW,187813.0,4.0,['contemporary country'],60.0,0.0
Cole Swindell,Middle of a Memory,0.531,0.746,11.0,-4.228,1.0,0.0329,0.0972,0.0,0.102,0.304,139.788,audio_features,38gZVjeaeR3gcnCzziAxBm,spotify:track:38gZVjeaeR3gcnCzziAxBm,https://api.spotify.com/v1/tracks/38gZVjeaeR3gcnCzziAxBm,https://api.spotify.com/v1/audio-analysis/38gZVjeaeR3gcnCzziAxBm,226307.0,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']",64.0,0.0
Dan + Shay,How Not To,0.501,0.836,11.0,-3.587,0.0,0.0491,0.208,0.0,0.152,0.618,159.863,audio_features,4n0xztUAbHPUV8G3NQvF30,spotify:track:4n0xztUAbHPUV8G3NQvF30,https://api.spotify.com/v1/tracks/4n0xztUAbHPUV8G3NQvF30,https://api.spotify.com/v1/audio-analysis/4n0xztUAbHPUV8G3NQvF30,192000.0,4.0,"['contemporary country', 'country', 'pop']",61.0,0.0
Big & Rich,Lovin' Lately,0.593,0.732,4.0,-5.519,1.0,0.0408,0.0419,0.0,0.141,0.703,153.901,audio_features,6Drs4GNyWs9UzDz1sGNimN,spotify:track:6Drs4GNyWs9UzDz1sGNimN,https://api.spotify.com/v1/tracks/6Drs4GNyWs9UzDz1sGNimN,https://api.spotify.com/v1/audio-analysis/6Drs4GNyWs9UzDz1sGNimN,218600.0,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']",49.0,0.0
Luke Bryan,Move,0.568,0.942,5.0,-0.711,0.0,0.0826,0.00787,0.0,0.0581,0.786,103.997,audio_features,6IyyyU9mw12dJsWquT1YR0,spotify:track:6IyyyU9mw12dJsWquT1YR0,https://api.spotify.com/v1/tracks/6IyyyU9mw12dJsWquT1YR0,https://api.spotify.com/v1/audio-analysis/6IyyyU9mw12dJsWquT1YR0,227427.0,4.0,"['contemporary country', 'country', 'country road']",68.0,0.0
Luke Combs,Hurricane,0.443,0.804,10.0,-6.432,1.0,0.0406,0.0165,2.89e-06,0.181,0.438,151.928,audio_features,3UZ9aPaYlBBlAvpdh3kK0U,spotify:track:3UZ9aPaYlBBlAvpdh3kK0U,https://api.spotify.com/v1/tracks/3UZ9aPaYlBBlAvpdh3kK0U,https://api.spotify.com/v1/audio-analysis/3UZ9aPaYlBBlAvpdh3kK0U,223800.0,4.0,"['contemporary country', 'country']",84.0,0.0
Tayler Buono,Something About You,0.471,0.641,7.0,-5.843,0.0,0.102,0.0998,1.3e-05,0.107,0.17,83.533,audio_features,7ytq7hhYve1naKtNvLqKTk,spotify:track:7ytq7hhYve1naKtNvLqKTk,https://api.spotify.com/v1/tracks/7ytq7hhYve1naKtNvLqKTk,https://api.spotify.com/v1/audio-analysis/7ytq7hhYve1naKtNvLqKTk,206853.0,4.0,['alt z'],75.0,0.0
Chelsea Lankes,Secret,0.667,0.838,0.0,-5.597,1.0,0.0707,0.00842,0.125,0.125,0.387,120.034,audio_features,46FIYNVzIZZzjCsZ7reQjf,spotify:track:46FIYNVzIZZzjCsZ7reQjf,https://api.spotify.com/v1/tracks/46FIYNVzIZZzjCsZ7reQjf,https://api.spotify.com/v1/audio-analysis/46FIYNVzIZZzjCsZ7reQjf,227524.0,4.0,"['indie poptimism', 'la pop']",76.0,0.0
DNCE,Body Moves,0.655,0.681,5.0,-5.14,0.0,0.0395,0.00167,0.0,0.0523,0.859,102.026,audio_features,1WPZCd9STg1gc7he2oXBbh,spotify:track:1WPZCd9STg1gc7he2oXBbh,https://api.spotify.com/v1/tracks/1WPZCd9STg1gc7he2oXBbh,https://api.spotify.com/v1/audio-analysis/1WPZCd9STg1gc7he2oXBbh,236453.0,4.0,"['dance pop', 'pop', 'post-teen pop']",58.0,0.0
Youngr,Out Of My System,0.719,0.721,7.0,-6.693,0.0,0.243,0.049,0.00865,0.0661,0.893,105.026,audio_features,4MUNZkVe0VfomuSgY1EJun,spotify:track:4MUNZkVe0VfomuSgY1EJun,https://api.spotify.com/v1/tracks/4MUNZkVe0VfomuSgY1EJun,https://api.spotify.com/v1/audio-analysis/4MUNZkVe0VfomuSgY1EJun,203115.0,4.0,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",45.0,0.0
Nathan Goshen,Thinking About It (Let It Go) - KVR Remix,0.694,0.765,4.0,-7.078,0.0,0.0297,0.0136,0.0,0.154,0.577,100.985,audio_features,0yJv0G7r1PZIl1CY5XhvkR,spotify:track:0yJv0G7r1PZIl1CY5XhvkR,https://api.spotify.com/v1/tracks/0yJv0G7r1PZIl1CY5XhvkR,https://api.spotify.com/v1/audio-analysis/0yJv0G7r1PZIl1CY5XhvkR,183564.0,4.0,['israeli pop'],59.0,0.0
Shawn Mendes,Patience,0.535,0.567,3.0,-6.422,1.0,0.255,0.1,0.0,0.111,0.457,179.869,audio_features,3htUsih0HYXu1e1cV7y3Rg,spotify:track:3htUsih0HYXu1e1cV7y3Rg,https://api.spotify.com/v1/tracks/3htUsih0HYXu1e1cV7y3Rg,https://api.spotify.com/v1/audio-analysis/3htUsih0HYXu1e1cV7y3Rg,175267.0,4.0,"['canadian pop', 'dance pop', 'pop', 'viral pop']",68.0,0.0
Wrabel,11 Blocks,0.553,0.711,0.0,-4.275,1.0,0.0378,0.0216,0.0,0.142,0.293,99.515,audio_features,7nZBRPj89rgeZ5eBLp2J7P,spotify:track:7nZBRPj89rgeZ5eBLp2J7P,https://api.spotify.com/v1/tracks/7nZBRPj89rgeZ5eBLp2J7P,https://api.spotify.com/v1/audio-analysis/7nZBRPj89rgeZ5eBLp2J7P,222213.0,4.0,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",60.0,0.0
Big Head Todd and The Monsters,Wipeout Turn,0.588,0.698,6.0,-7.31,0.0,0.0281,0.0399,0.306,0.116,0.7,145.276,audio_features,5dzFauLAXTmakepqLID32y,spotify:track:5dzFauLAXTmakepqLID32y,https://api.spotify.com/v1/tracks/5dzFauLAXTmakepqLID32y,https://api.spotify.com/v1/audio-analysis/5dzFauLAXTmakepqLID32y,252847.0,4.0,"['jam band', 'mellow gold', 'modern blues', 'pop rock']",25.0,0.0
Audio Playground,Have It,0.63,0.909,9.0,-4.247,1.0,0.0626,0.0298,0.0,0.198,0.609,99.836,audio_features,3bGzBrPTxgwwKp0O5O4Hu6,spotify:track:3bGzBrPTxgwwKp0O5O4Hu6,https://api.spotify.com/v1/tracks/3bGzBrPTxgwwKp0O5O4Hu6,https://api.spotify.com/v1/audio-analysis/3bGzBrPTxgwwKp0O5O4Hu6,187386.0,4.0,['deep vocal house'],66.0,0.0
Pat Cooper,Sorry Ain't Good Enough,0.612,0.847,6.0,-4.274,1.0,0.0336,0.00261,7.5e-05,0.151,0.705,118.013,audio_features,2WALvg4bN6nQbgCzcKWw6A,spotify:track:2WALvg4bN6nQbgCzcKWw6A,https://api.spotify.com/v1/tracks/2WALvg4bN6nQbgCzcKWw6A,https://api.spotify.com/v1/audio-analysis/2WALvg4bN6nQbgCzcKWw6A,221673.0,4.0,['country pop'],37.0,0.0
Pat Cooper,Reckless,0.652,0.864,5.0,-4.833,0.0,0.0413,0.126,1.62e-06,0.353,0.642,125.969,audio_features,72UoNION8BUCUXlHhWw5AH,spotify:track:72UoNION8BUCUXlHhWw5AH,https://api.spotify.com/v1/tracks/72UoNION8BUCUXlHhWw5AH,https://api.spotify.com/v1/audio-analysis/72UoNION8BUCUXlHhWw5AH,209688.0,4.0,['country pop'],85.0,0.0
Pat Cooper,Down to This,0.514,0.761,10.0,-4.808,0.0,0.0346,0.0721,0.0,0.128,0.52,149.97,audio_features,562TQ7xRXKXuynCvYv7oAr,spotify:track:562TQ7xRXKXuynCvYv7oAr,https://api.spotify.com/v1/tracks/562TQ7xRXKXuynCvYv7oAr,https://api.spotify.com/v1/audio-analysis/562TQ7xRXKXuynCvYv7oAr,205181.0,4.0,['country pop'],26.0,0.0
Zeroleen,All Good,0.815,0.842,2.0,-6.23,1.0,0.114,0.13,0.0,0.145,0.73,120.004,audio_features,6hMedwsYb1n5JXdCbEK3Ju,spotify:track:6hMedwsYb1n5JXdCbEK3Ju,https://api.spotify.com/v1/tracks/6hMedwsYb1n5JXdCbEK3Ju,https://api.spotify.com/v1/audio-analysis/6hMedwsYb1n5JXdCbEK3Ju,181695.0,4.0,[],54.0,0.0
The Outlaws,There Goes Another Love Song,0.533,0.7,0.0,-7.105,1.0,0.027,0.0531,0.0,0.0574,0.724,136.025,audio_features,7MZ15KmGOz40si5tjhZFs6,spotify:track:7MZ15KmGOz40si5tjhZFs6,https://api.spotify.com/v1/tracks/7MZ15KmGOz40si5tjhZFs6,https://api.spotify.com/v1/audio-analysis/7MZ15KmGOz40si5tjhZFs6,183560.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",48.0,0.0
The Outlaws,Green Grass & High Tides - Remastered,0.263,0.828,4.0,-8.225,0.0,0.0412,0.000421,0.018,0.232,0.584,99.092,audio_features,4BxfXnGbnlibcUUPKog7Ne,spotify:track:4BxfXnGbnlibcUUPKog7Ne,https://api.spotify.com/v1/tracks/4BxfXnGbnlibcUUPKog7Ne,https://api.spotify.com/v1/audio-analysis/4BxfXnGbnlibcUUPKog7Ne,586400.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",47.0,0.0
Dangerous Toys,"Teas'n, Pleas'n",0.308,0.962,7.0,-3.873,1.0,0.204,0.0216,0.192,0.123,0.583,173.173,audio_features,5mNqBvhhYnXLHolxoC06AH,spotify:track:5mNqBvhhYnXLHolxoC06AH,https://api.spotify.com/v1/tracks/5mNqBvhhYnXLHolxoC06AH,https://api.spotify.com/v1/audio-analysis/5mNqBvhhYnXLHolxoC06AH,192480.0,4.0,"['glam metal', 'hard rock', 'sleaze rock']",35.0,0.0
Trigger Hippy,Turpentine,0.379,0.95,4.0,-4.395,1.0,0.0638,0.00936,1.75e-05,0.351,0.766,161.607,audio_features,0UjbMreyZra47ada3vVBZk,spotify:track:0UjbMreyZra47ada3vVBZk,https://api.spotify.com/v1/tracks/0UjbMreyZra47ada3vVBZk,https://api.spotify.com/v1/audio-analysis/0UjbMreyZra47ada3vVBZk,271667.0,4.0,"['deep new americana', 'new americana']",48.0,0.0
Johnny Paycheck,Take This Job and Shove It,0.763,0.364,5.0,-14.244,1.0,0.0559,0.556,2.02e-05,0.0792,0.715,137.132,audio_features,6yT7kcpsXNW7QS9xunPaox,spotify:track:6yT7kcpsXNW7QS9xunPaox,https://api.spotify.com/v1/tracks/6yT7kcpsXNW7QS9xunPaox,https://api.spotify.com/v1/audio-analysis/6yT7kcpsXNW7QS9xunPaox,156667.0,4.0,"['country', 'country rock', 'outlaw country']",58.0,0.0
JOSEPH,White Flag,0.57,0.858,2.0,-4.732,1.0,0.042,0.0386,0.00222,0.316,0.451,107.985,audio_features,7vGhzPya4P2IHVG7WtZADZ,spotify:track:7vGhzPya4P2IHVG7WtZADZ,https://api.spotify.com/v1/tracks/7vGhzPya4P2IHVG7WtZADZ,https://api.spotify.com/v1/audio-analysis/7vGhzPya4P2IHVG7WtZADZ,199853.0,4.0,"['folk-pop', 'indie folk', 'new americana', 'stomp and holler']",56.0,0.0
Echosmith,Bright,0.646,0.431,6.0,-8.517,1.0,0.0262,0.637,6.99e-06,0.113,0.292,90.034,audio_features,3WKg25vrbjJlkhsgl2W4p3,spotify:track:3WKg25vrbjJlkhsgl2W4p3,https://api.spotify.com/v1/tracks/3WKg25vrbjJlkhsgl2W4p3,https://api.spotify.com/v1/audio-analysis/3WKg25vrbjJlkhsgl2W4p3,220627.0,4.0,"['indie poptimism', 'pop rock']",68.0,0.0
Sons Of The East,My Repair,0.571,0.65,2.0,-8.276,1.0,0.0499,0.236,0.0,0.113,0.451,123.933,audio_features,4dxzf0bWuBb0AYs25VNL3y,spotify:track:4dxzf0bWuBb0AYs25VNL3y,https://api.spotify.com/v1/tracks/4dxzf0bWuBb0AYs25VNL3y,https://api.spotify.com/v1/audio-analysis/4dxzf0bWuBb0AYs25VNL3y,185583.0,4.0,"['australian indie folk', 'folk-pop', 'indie anthem-folk', 'indie folk', 'stomp and holler']",51.0,0.0
The Wallflowers,The Difference,0.577,0.89,3.0,-6.5,1.0,0.0345,1.28e-05,0.011,0.0954,0.643,132.397,audio_features,68fU62xt4ppqqihSBQO43H,spotify:track:68fU62xt4ppqqihSBQO43H,https://api.spotify.com/v1/tracks/68fU62xt4ppqqihSBQO43H,https://api.spotify.com/v1/audio-analysis/68fU62xt4ppqqihSBQO43H,230160.0,4.0,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",70.0,0.0
Blues Traveler,The Mountains Win Again,0.32,0.703,7.0,-5.199,1.0,0.0321,0.0234,0.000222,0.192,0.379,136.79,audio_features,51pHxrtDL67fSwiBYRv4EX,spotify:track:51pHxrtDL67fSwiBYRv4EX,https://api.spotify.com/v1/tracks/51pHxrtDL67fSwiBYRv4EX,https://api.spotify.com/v1/audio-analysis/51pHxrtDL67fSwiBYRv4EX,306560.0,4.0,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",50.0,0.0
Blues Traveler,Conquer Me,0.447,0.766,9.0,-4.972,1.0,0.0402,0.0257,9.82e-05,0.18,0.531,76.391,audio_features,7Dn0NotfOukHwEs7eVrbgx,spotify:track:7Dn0NotfOukHwEs7eVrbgx,https://api.spotify.com/v1/tracks/7Dn0NotfOukHwEs7eVrbgx,https://api.spotify.com/v1/audio-analysis/7Dn0NotfOukHwEs7eVrbgx,309440.0,4.0,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",26.0,0.0
Fastball,Fire Escape,0.576,0.813,6.0,-5.69,1.0,0.0297,0.00354,0.143,0.0712,0.857,125.686,audio_features,2jqua17r7DJuqRXl1uJwJM,spotify:track:2jqua17r7DJuqRXl1uJwJM,https://api.spotify.com/v1/tracks/2jqua17r7DJuqRXl1uJwJM,https://api.spotify.com/v1/audio-analysis/2jqua17r7DJuqRXl1uJwJM,201133.0,4.0,['pop rock'],54.0,0.0
Toad The Wet Sprocket,Good Intentions,0.637,0.759,2.0,-7.328,1.0,0.0269,0.102,0.0,0.304,0.584,99.52,audio_features,58MDm6l6mI4hGaRqNezOnu,spotify:track:58MDm6l6mI4hGaRqNezOnu,https://api.spotify.com/v1/tracks/58MDm6l6mI4hGaRqNezOnu,https://api.spotify.com/v1/audio-analysis/58MDm6l6mI4hGaRqNezOnu,204733.0,4.0,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",46.0,0.0
The Wallflowers,Three Marlenas,0.614,0.576,8.0,-10.826,1.0,0.0262,0.01,2.55e-05,0.103,0.522,107.27,audio_features,6iPZEvHsTanHMOtjyJWMEm,spotify:track:6iPZEvHsTanHMOtjyJWMEm,https://api.spotify.com/v1/tracks/6iPZEvHsTanHMOtjyJWMEm,https://api.spotify.com/v1/audio-analysis/6iPZEvHsTanHMOtjyJWMEm,299440.0,4.0,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",56.0,0.0
The Wallflowers,Reboot the Mission (feat. Mick Jones),0.7,0.89,9.0,-5.073,0.0,0.0453,0.008,7.83e-05,0.195,0.879,119.243,audio_features,6fOwkATR9dATQG6iCBY545,spotify:track:6fOwkATR9dATQG6iCBY545,https://api.spotify.com/v1/tracks/6fOwkATR9dATQG6iCBY545,https://api.spotify.com/v1/audio-analysis/6fOwkATR9dATQG6iCBY545,210413.0,4.0,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",31.0,0.0
Hootie & The Blowfish,Only Wanna Be with You,0.49,0.873,6.0,-5.861,1.0,0.0355,0.107,5.19e-06,0.118,0.513,103.272,audio_features,1OFKUn2VLafrHj7ybnap0Q,spotify:track:1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/tracks/1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/audio-analysis/1OFKUn2VLafrHj7ybnap0Q,229587.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",70.0,0.0
Hootie & The Blowfish,Time,0.387,0.875,2.0,-5.741,1.0,0.0385,0.0373,0.0,0.152,0.238,105.1,audio_features,1N0UflnZhn7xOkrN2l8zxx,spotify:track:1N0UflnZhn7xOkrN2l8zxx,https://api.spotify.com/v1/tracks/1N0UflnZhn7xOkrN2l8zxx,https://api.spotify.com/v1/audio-analysis/1N0UflnZhn7xOkrN2l8zxx,296840.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",75.0,0.0
Hootie & The Blowfish,Let Her Cry,0.352,0.698,7.0,-6.278,1.0,0.0303,0.0353,0.0,0.113,0.256,142.57,audio_features,6NGi23FFKq9tH5NR1NcTw2,spotify:track:6NGi23FFKq9tH5NR1NcTw2,https://api.spotify.com/v1/tracks/6NGi23FFKq9tH5NR1NcTw2,https://api.spotify.com/v1/audio-analysis/6NGi23FFKq9tH5NR1NcTw2,318533.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",65.0,0.0
Hootie & The Blowfish,Hold My Hand,0.22,0.769,11.0,-5.125,1.0,0.054,0.208,0.0,0.0985,0.495,170.773,audio_features,4WnYuVFXe6Si4fZqkxbnvS,spotify:track:4WnYuVFXe6Si4fZqkxbnvS,https://api.spotify.com/v1/tracks/4WnYuVFXe6Si4fZqkxbnvS,https://api.spotify.com/v1/audio-analysis/4WnYuVFXe6Si4fZqkxbnvS,258333.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",64.0,0.0
Hootie & The Blowfish,Running from an Angel,0.536,0.825,1.0,-6.179,0.0,0.0259,0.34,1.79e-06,0.0992,0.698,100.107,audio_features,4r5MzNSwc73UJWcQ0TYzMU,spotify:track:4r5MzNSwc73UJWcQ0TYzMU,https://api.spotify.com/v1/tracks/4r5MzNSwc73UJWcQ0TYzMU,https://api.spotify.com/v1/audio-analysis/4r5MzNSwc73UJWcQ0TYzMU,217667.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",41.0,0.0
Hootie & The Blowfish,Hannah Jane,0.498,0.943,7.0,-5.514,1.0,0.0545,0.00923,0.0,0.2,0.618,124.819,audio_features,29lgEr4woiquPUxUj16lqK,spotify:track:29lgEr4woiquPUxUj16lqK,https://api.spotify.com/v1/tracks/29lgEr4woiquPUxUj16lqK,https://api.spotify.com/v1/audio-analysis/29lgEr4woiquPUxUj16lqK,213893.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",42.0,0.0
Hootie & The Blowfish,I'm Goin' Home,0.569,0.741,4.0,-7.778,1.0,0.0321,0.0157,0.000101,0.0831,0.815,111.54,audio_features,0BsqL3ngsjFFAxLZWjuXiz,spotify:track:0BsqL3ngsjFFAxLZWjuXiz,https://api.spotify.com/v1/tracks/0BsqL3ngsjFFAxLZWjuXiz,https://api.spotify.com/v1/audio-analysis/0BsqL3ngsjFFAxLZWjuXiz,250640.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",36.0,0.0
Hootie & The Blowfish,Drowning,0.394,0.873,0.0,-6.012,1.0,0.0693,0.0277,0.0,0.448,0.524,115.674,audio_features,7EnGOag5eznxUbw5M0Y9JH,spotify:track:7EnGOag5eznxUbw5M0Y9JH,https://api.spotify.com/v1/tracks/7EnGOag5eznxUbw5M0Y9JH,https://api.spotify.com/v1/audio-analysis/7EnGOag5eznxUbw5M0Y9JH,301600.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",74.0,0.0
Hootie & The Blowfish,Look Away,0.281,0.705,7.0,-7.64,1.0,0.0367,0.234,0.0,0.366,0.443,109.901,audio_features,3VLnzux5eHwpNIbDm6tPNY,spotify:track:3VLnzux5eHwpNIbDm6tPNY,https://api.spotify.com/v1/tracks/3VLnzux5eHwpNIbDm6tPNY,https://api.spotify.com/v1/audio-analysis/3VLnzux5eHwpNIbDm6tPNY,158080.0,5.0,"['mellow gold', 'neo mellow', 'pop rock']",53.0,0.0
Hootie & The Blowfish,Not Even the Trees,0.392,0.856,2.0,-7.075,1.0,0.0387,0.166,0.0,0.105,0.474,153.847,audio_features,6LxdD5p7EX9rTPcOqfmFtq,spotify:track:6LxdD5p7EX9rTPcOqfmFtq,https://api.spotify.com/v1/tracks/6LxdD5p7EX9rTPcOqfmFtq,https://api.spotify.com/v1/audio-analysis/6LxdD5p7EX9rTPcOqfmFtq,279720.0,4.0,"['mellow gold', 'neo mellow', 'pop rock']",36.0,0.0
Hootie & The Blowfish,Goodbye,0.256,0.352,7.0,-10.334,1.0,0.0322,0.889,0.00023,0.137,0.181,203.534,audio_features,6DCHJYgCTzQyyVfxjPIjM6,spotify:track:6DCHJYgCTzQyyVfxjPIjM6,https://api.spotify.com/v1/tracks/6DCHJYgCTzQyyVfxjPIjM6,https://api.spotify.com/v1/audio-analysis/6DCHJYgCTzQyyVfxjPIjM6,245667.0,5.0,"['mellow gold', 'neo mellow', 'pop rock']",73.0,0.0
Third Eye Blind,Company of Strangers,0.403,0.898,8.0,-3.145,1.0,0.0514,0.0127,1.64e-06,0.124,0.578,164.951,audio_features,72FsXvvIe3XimrXQcZ706n,spotify:track:72FsXvvIe3XimrXQcZ706n,https://api.spotify.com/v1/tracks/72FsXvvIe3XimrXQcZ706n,https://api.spotify.com/v1/audio-analysis/72FsXvvIe3XimrXQcZ706n,190834.0,4.0,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",31.0,0.0
Third Eye Blind,Don't Give In,0.503,0.785,7.0,-4.851,1.0,0.048,0.0921,3.55e-06,0.231,0.36,179.878,audio_features,6yuYsYSTJWHzLCdRyQ5i8J,spotify:track:6yuYsYSTJWHzLCdRyQ5i8J,https://api.spotify.com/v1/tracks/6yuYsYSTJWHzLCdRyQ5i8J,https://api.spotify.com/v1/audio-analysis/6yuYsYSTJWHzLCdRyQ5i8J,218824.0,4.0,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",51.0,0.0
Vertical Horizon,Best I Ever Had (Grey Sky Morning),0.429,0.565,6.0,-7.274,1.0,0.025,0.0142,3.72e-06,0.101,0.192,85.716,audio_features,2EVNYzHWebyLvKxPX6Ozt8,spotify:track:2EVNYzHWebyLvKxPX6Ozt8,https://api.spotify.com/v1/tracks/2EVNYzHWebyLvKxPX6Ozt8,https://api.spotify.com/v1/audio-analysis/2EVNYzHWebyLvKxPX6Ozt8,270800.0,4.0,"['neo mellow', 'pop rock', 'post-grunge']",58.0,0.0
Vertical Horizon,We Are,0.5,0.899,5.0,-5.356,0.0,0.0365,6.4e-05,0.000122,0.106,0.507,109.869,audio_features,3guj8JHApcuOZxsM9ZSsdg,spotify:track:3guj8JHApcuOZxsM9ZSsdg,https://api.spotify.com/v1/tracks/3guj8JHApcuOZxsM9ZSsdg,https://api.spotify.com/v1/audio-analysis/3guj8JHApcuOZxsM9ZSsdg,241533.0,4.0,"['neo mellow', 'pop rock', 'post-grunge']",73.0,0.0
